,Company,"Company, City, State, ZIP",Fatality or Catastrophe,Inspection #,Preliminary Description of Incident,Summary Report Date,Unnamed: 4,Victim(s),date,place,lat,lng
6885,,"EGA Co. DBA A&B Electric, Pomona, CA 91767                ",Fatality,963689,Worker struck and killed by switchboard that fell from forklift.,,,,2015-02-20 00:00:00,"EGA Co. DBA A&B Electric, Pomona, CA 91767                ",34.0836851,-117.7432015
6886,,"Hutchinson Sealing Systems, Inc., Wytheville, VA 24382",Fatality,,Worker died from stress-induced asthma attack after being injured by extrusion machine.,,,Brian E. Townley,2015-02-20 00:00:00,"Hutchinson Sealing Systems, Inc., Wytheville, VA 24382",36.9588,-81.091
6887,,"Jerry Spurlock Iron & Metal  Company, Troy, AL 36081",Fatality,1041959,Worker fatally burned by barrel fire being used to provide warmth.,,,,2015-02-20 00:00:00,"Jerry Spurlock Iron & Metal  Company, Troy, AL 36081",31.8541043,-85.9971949
6888,,"Overflow Energy LLC, Cheyenne, OK 73628",Fatality,1042471,Worker killed in tank explosion.,,,,2015-02-20 00:00:00,"Overflow Energy LLC, Cheyenne, OK 73628",35.6139371,-99.6714939
6889,,"Steiner Construction Company Inc., Bayou La Batre, AL 36509",Fatality,1041497,Worker killed in fall from top of boat.,,,,2015-02-19 00:00:00,"Steiner Construction Company Inc., Bayou La Batre, AL 36509",30.402385,-88.24638399999999
6890,,"Terry's Body Shop, Loudonville, OH 44842",Fatality,1043234,Worker fatally crushed between tow truck and car about to be towed.,,,,2015-02-19 00:00:00,"Terry's Body Shop, Loudonville, OH 44842",40.64346,-82.234038
6891,,"John Fowler, Los Angeles, CA 90007",Fatality,963192,Worker killed in fall from roof.,,,,2015-02-18 00:00:00,"John Fowler, Los Angeles, CA 90007",34.0295114,-118.2848199
6892,,"Pilkington North America, Inc., Laurinburg, NC 28352",Fatality,100367473,Worker killed in fall from flatbed trailer.,,,,2015-02-18 00:00:00,"Pilkington North America, Inc., Laurinburg, NC 28352",34.7508049,-79.39761589999999
6893,,"Roofing Professionals Inc., Savannah, GA 31408",Fatality,1041220,Worker on roof killed in fall through skylight.,,,,2015-02-18 00:00:00,"Roofing Professionals Inc., Savannah, GA 31408",32.1151468,-81.1484851
6894,,"Delaware Valley Shippers Inc., Jonestown, PA 17038",Fatality,1041590,Worker slipped and suffered fatal fall on ice.,,,,2015-02-17 00:00:00,"Delaware Valley Shippers Inc., Jonestown, PA 17038",40.4137017,-76.4782965
6895,,"Negros Harvesting Inc., Immokalee, FL 34142",Fatality,1041206,Worker on farm struck and killed by truck backing up in field.,,,,2015-02-17 00:00:00,"Negros Harvesting Inc., Immokalee, FL 34142",26.4185248,-81.4174057
6896,,"Stellar Management, Inc. dba QS, Chattanooga, TN 37403    ",Fatality,,Worker killed by auger after being pulled by machinery into empty chiller tank.,,,,2015-02-17 00:00:00,"Stellar Management, Inc. dba QS, Chattanooga, TN 37403    ",35.05209,-85.30442459999999
6897,,"The Davey Tree Expert Company, North Versailles, PA 15137",Fatality,1040571,Worker clearing power lines from tree killed in fall from bucket lift.,,,,2015-02-17 00:00:00,"The Davey Tree Expert Company, North Versailles, PA 15137",40.450439,-79.752116
6898,,"Medellin Concrete Chipping Services Inc., Marietta, GA 30066",Fatality,1041096,Worker fatally engulfed by gravel after falling into silo during cleaning operations.,,,,2015-02-16 00:00:00,"Medellin Concrete Chipping Services Inc., Marietta, GA 30066",34.0198844,-84.5117321
6899,,"Road Runner Trucking LLC, Burlington, OK 73722",Fatality,1040974,Employee died after a front end loader equipped with forks backed up and struck him.  ,,,,2015-02-16 00:00:00,"Road Runner Trucking LLC, Burlington, OK 73722",36.9000283,-98.4228526
6900,,"RBP Construction LLC, Hershey, NE 69143",Fatality,1040526,Worker fatally crushed frame of elevator leg tipped over and collapsed.,,,,2015-02-14 00:00:00,"RBP Construction LLC, Hershey, NE 69143",41.1586079,-101.002652
6901,,"Western Stockman's Market, Inc., Wasco, CA 93280",Fatality,962659,Worker drowned after becoming pinned under wheel of tractor in irrigation canal.,,,,2015-02-14 00:00:00,"Western Stockman's Market, Inc., Wasco, CA 93280",35.5989612,-119.2118296
6902,,"Bexar Concrete Works I Limited, San Antonia, TX 78259",Fatality,1040914,Worker struck and killed by crane. ,,,,2015-02-13 00:00:00,"Bexar Concrete Works I Limited, San Antonia, TX 78259",29.620466,-98.399295
6903,,"Florida Housekeeping, Tampa, FL 33611",Fatality,,Worker struck and killed by motor vehicle.,,,,2015-02-13 00:00:00,"Florida Housekeeping, Tampa, FL 33611",27.9061757,-82.507142
6904,,"Intermodal Services of America LLC, Joliet, IL 60436",Fatality,1041088,Worker fatally crushed between two semi trailers.,,,,2015-02-13 00:00:00,"Intermodal Services of America LLC, Joliet, IL 60436",41.4959577,-88.1193763
6905,,"John G. Walton Construction Company Inc., Chunchula, AL 36521",Fatality,1040295,"Worker struck and killed by motor vehicle. 
",,,,2015-02-13 00:00:00,"John G. Walton Construction Company Inc., Chunchula, AL 36521",30.727527,-88.134553
6906,,"Texoma Powerline Inc., Roland, OK 74954",Fatality,1040868,Worker electrocuted while changing out transformer.,,,,2015-02-13 00:00:00,"Texoma Powerline Inc., Roland, OK 74954",35.4212021,-94.5146616
6907,,"Brinks Inc., Houston, TX 77057",Fatality,,Worker fatally shot.,,,,2015-02-12 00:00:00,"Brinks Inc., Houston, TX 77057",29.6869612,-95.52874399999999
6908,,"Establishment not identified, Cajon Pass, CA  92344",Fatality,958471,Worker struck and killed by construction vehicle.,,,,2015-02-12 00:00:00,"Establishment not identified, Cajon Pass, CA  92344",34.3117,-117.475
6909,,"Karl W. Schmidt & Associates Inc., Commerce City, CO 80022",Fatality,1039828,Worker fatally crushed by falling load.,,,,2015-02-12 00:00:00,"Karl W. Schmidt & Associates Inc., Commerce City, CO 80022",39.8206627,-104.9421689
6910,,"Lath & Plaster Inc., Carrollton, TX 75006",Fatality,1041078,Worker strucjk and killed by pipe.,,,,2015-02-12 00:00:00,"Lath & Plaster Inc., Carrollton, TX 75006",32.9678449,-96.8887202
6911,,"Mastec Advanced Technologies, Chesterfield, Virginia  23832       ",Fatality,,Worker killed in fall from ladder.,,,,2015-02-12 00:00:00,"Mastec Advanced Technologies, Chesterfield, Virginia  23832       ",37.3770935,-77.5049863
6912,,"O'Reilly Auto Parts, Cannon Falls, MN 55009",Fatality,,Worker killed in fall from ladder.,,,,2015-02-12 00:00:00,"O'Reilly Auto Parts, Cannon Falls, MN 55009",44.4958784,-92.9065143
6913,,"The Holbrook Company, Dallas, TX 75204",Fatality,1019405,Worker struck and killed by piece of rebar. ,,,,2015-02-12 00:00:00,"The Holbrook Company, Dallas, TX 75204",32.81087900000001,-97.02600400000001
6914,,"Mustang Machinery/Caterpillar, Beaumont, TX 77713",Fatality,,Worker pinned and fatally crushed between boom and frame of outrigger.,,,,2015-02-11 00:00:00,"Mustang Machinery/Caterpillar, Beaumont, TX 77713",30.1439433,-94.1760111
6915,,"Sturbridge Service Center, Sturbridge, MA 01566",Fatality,,Worker recovering disabled vehicle in breakdown lane struck and killed by truck.,,,,2015-02-11 00:00:00,"Sturbridge Service Center, Sturbridge, MA 01566",42.10394,-72.07611399999999
6916,,"Summit Modular Transporters, Newport, PA 17074",Fatality,1037634,Worker killed in motor vehicle collision.   ,,,,2015-02-11 00:00:00,"Summit Modular Transporters, Newport, PA 17074",40.4778612,-77.1305373
6917,,"JDF Welding Inc., Toccoa, GA 30577",Fatality,1040413,Worker killed in fall from steel structure.,,,,2015-02-10 00:00:00,"JDF Welding Inc., Toccoa, GA 30577",33.866758,-83.559319
6918,,"Y & J Roofing, Roanoke, VA 24017",Fatality,,Worker killed in fall from roof.,,,,2015-02-10 00:00:00,"Y & J Roofing, Roanoke, VA 24017",37.281474,-79.989818
6919,,"Lighting Maintenance, Inc., Springfield, VA  22009  ",Fatality,,Worker electrocuted by highway exit ramp light post.,,,,2015-02-09 00:00:00,"Lighting Maintenance, Inc., Springfield, VA  22009  ",38.7180559,-77.1987695
6920,,"Mercer Well Service, Loving, NM 88256",Fatality,962367,Worker struck and killed by falling pipe.,,,,2015-02-09 00:00:00,"Mercer Well Service, Loving, NM 88256",32.2862317,-104.095773
6921,,"R. Hirt Jr. Company, Toledo, OH 43605",Fatality,,Worker killed in motor vehicle collision.   ,,,,2015-02-09 00:00:00,"R. Hirt Jr. Company, Toledo, OH 43605",41.6517775,-83.5016887
6922,,"Whole Foods Bread & Circus Bakehouse, Medford, MA 02155",Fatality,1034329,Worker struck and killed by plow.,,,,2015-02-09 00:00:00,"Whole Foods Bread & Circus Bakehouse, Medford, MA 02155",42.4137814,-71.08056429999999
6923,,"Skaggs Energy, Inc., Louisa, KY 41230",Fatality,102502903,Worker electrocuted when boom of oil well service rig contacted powerline.,,,,2015-02-08 00:00:00,"Skaggs Energy, Inc., Louisa, KY 41230",38.0996412,-82.6106724
6924,,"Bowlin Group, Florence, KY 41042",Fatality,102502895,Worker struck and killed by motor vehicle that swerved into work zone.,,,,2015-02-06 00:00:00,"Bowlin Group, Florence, KY 41042",38.865938,-84.634602
6925,,"Innovative Fabrication Inc., Lowell, MA 01851",Fatality,1035108,Worker caught and fatally crushed between pick-up truck and  semi tractor trailer. ,,,,2015-02-06 00:00:00,"Innovative Fabrication Inc., Lowell, MA 01851",42.6277026,-71.3488548
6926,,"Leeway Wrecking Company, Chicago, IL 60644",Fatality,,Worker died after sustaining acid burn from pipes.,,,,2015-02-06 00:00:00,"Leeway Wrecking Company, Chicago, IL 60644",41.8724959,-87.7411705
6927,,"Ultratec Special Effects Inc., Owens Cross Roads, AL 35763",Fatality,1031388,Two workers killed in explosion at pyrotechnic plant.,,,,2015-02-06 00:00:00,"Ultratec Special Effects Inc., Owens Cross Roads, AL 35763",34.6119382,-86.4351192
6928,,"Comcast NBC Universal Inc., Glen Ridge, NJ 07028",Fatality,1028050,Worker electrocuted after contacting energized utility pole wire.,,,,2015-02-05 00:00:00,"Comcast NBC Universal Inc., Glen Ridge, NJ 07028",40.805378,-74.20375659999999
6929,,"Dwaine Kennemore DBA Buy Here Pay Here, Fulton, KY 42041",Fatality,102502911,Worker fatally crushed between vehicle and building.,,,,2015-02-05 00:00:00,"Dwaine Kennemore DBA Buy Here Pay Here, Fulton, KY 42041",36.5042277,-88.8742259
6930,,"Willowbrook Landscape, San Bernadino, CA 92404",Fatality,944395,Worker struck and killed by pipe.,,,,2015-02-05 00:00:00,"Willowbrook Landscape, San Bernadino, CA 92404",34.1712885,-117.2875199
6931,,"Discount Home Warehouse, Dallas, TX 75205",Fatality,,Worker cutting telephone lines killed in fall from ladder placed on bed of pick-up truck.,,,,2015-02-04 00:00:00,"Discount Home Warehouse, Dallas, TX 75205",32.8262492,-96.86086739999999
6932,,"Mendel and Company, Denver, CO 80204",Catastrophe,1026392,Three workers hospitalized after being overcome by CO gas.,,,,2015-02-04 00:00:00,"Mendel and Company, Denver, CO 80204",39.6488889,-104.9879334
6933,,"Wiley Sanders Truck Lines Inc., Southaven, MS 38671",Fatality,1034498,Worker getting out of truck struck and killed when it rolled backwards.,,,,2015-02-04 00:00:00,"Wiley Sanders Truck Lines Inc., Southaven, MS 38671",34.9837306,-89.99067339999999
6934,,"Doug Davis, Watsonville, CA 95076                  ",Fatality,942816,Worker killed in fall from scaffolding.,,,,2015-02-03 00:00:00,"Doug Davis, Watsonville, CA 95076                  ",36.910231,-121.7568946
6935,,"Strike LLC, Hillsboro, TX 76645",Fatality,1032787,Worker fatallly crushed underneath trailer while repairing brakes.,,,,2015-02-03 00:00:00,"Strike LLC, Hillsboro, TX 76645",32.0109886,-97.13000609999999
6936,,"Suburban Disposal Inc., Belleville, NJ 07109",Fatality,1025149,Worker struck and killed by dumpster being emptied into garbage truck. ,,,,2015-02-03 00:00:00,"Suburban Disposal Inc., Belleville, NJ 07109",40.8699814,-74.295109
6937,,"Texarkana Concrete Construction Inc., Texarkana, TX 75503",Fatality,1034079,Employee died after being crushed between the backhoe boom and the tractor. ,,,,2015-02-03 00:00:00,"Texarkana Concrete Construction Inc., Texarkana, TX 75503",33.485921,-94.07689169999999
6938,,"Wrigley Manufacturing Co., LLC, Chattanooga, TN 37401             ",Fatality,,Worker killed after becoming caught in machine.,,,,2015-02-03 00:00:00,"Wrigley Manufacturing Co., LLC, Chattanooga, TN 37401             ",35.0574492,-85.1964177
6939,,"MAAC Machinery Co. Inc., Carol Stream, CAROL STREAM  IL 60188",Fatality,1025967,Worker struck and killed by water tank when it ruptured.,,,,2015-02-02 00:00:00,"MAAC Machinery Co. Inc., Carol Stream, CAROL STREAM  IL 60188",41.919075,-88.102132
6940,,"Team Industries Inc., Kaukauna, WI 54130",Fatality,1026178,Worker killed in fall from ladder.  ,,,,2015-02-02 00:00:00,"Team Industries Inc., Kaukauna, WI 54130",44.2977025,-88.2678651
6941,,"Xenia Self Storage, Xenia, OH 45385",Fatality,1025647,Worker fatally crushed between car and wall.,,,,2015-02-02 00:00:00,"Xenia Self Storage, Xenia, OH 45385",39.70894,-83.93117699999999
6942,,"D.R. Diedrich & Co. Ltd, Milwaukee, WI 53233",Fatality,1023693,Worker struck and killed by roller that disengaged from hide fleshing machine.,,,,2015-02-01 00:00:00,"D.R. Diedrich & Co. Ltd, Milwaukee, WI 53233",43.03267,-87.94631
6943,,"Duffy Crane & Hauling Inc., Pueblo, CO 81006",Fatality,1022847,Worker struck and killed wheel of trailer.,,,,2015-02-01 00:00:00,"Duffy Crane & Hauling Inc., Pueblo, CO 81006",38.2292616,-104.4956239
6944,,"Lopez's Trucking, Los Angeles, CA 90011",Fatality,,Worker struck and killed by trailer.,,,,2015-01-31 00:00:00,"Lopez's Trucking, Los Angeles, CA 90011",33.993598,-118.264808
6945,,"Area Erectors Inc., Wilmington, IL 60481",Fatality,1022967,Worker erecting aerial lift fatally crushed between frame and ceiling joist.,,,,2015-01-30 00:00:00,"Area Erectors Inc., Wilmington, IL 60481",41.3078093,-88.1467243
6946,,"Bull Moose Tubing, Elkhart, IN 46517",Fatality,100996271,Worker struck and killed by steel tubes.,,,,2015-01-30 00:00:00,"Bull Moose Tubing, Elkhart, IN 46517",41.6609679,-86.0375849
6947,,"Chicago Steel Construction LLC, Chicago, IL 60610",Fatality,1022194,Worker erecting tower crane fatally crushed by frame.,,,,2015-01-30 00:00:00,"Chicago Steel Construction LLC, Chicago, IL 60610",41.88478980000001,-87.623196
6948,,"San Juan Mountain Guides LLC, Silverton, CO 81433",Fatality,1023710,Worker killed in fall from mountain while ice climbing.,,,,2015-01-30 00:00:00,"San Juan Mountain Guides LLC, Silverton, CO 81433",37.8109975,-107.6650089
6949,,"Tigers of the North Transportation, LLC, Artesia, NM 88210",Fatality,958335,Worker killed when arm was caught in pump truck.,,,,2015-01-30 00:00:00,"Tigers of the North Transportation, LLC, Artesia, NM 88210",32.8452717,-104.4037973
6950,,"Lennar Homes, Montgomery, TX 77316",Fatality,1022100,Worker killed in fall from roof dormer.,,,,2015-01-29 00:00:00,"Lennar Homes, Montgomery, TX 77316",30.2660053,-95.5472559
6951,,"Rock-Tenn Company, Saltillo, MS 38866",Fatality,1021801,Worker killed after falling onto conveyor. ,,,,2015-01-29 00:00:00,"Rock-Tenn Company, Saltillo, MS 38866",34.3523769,-88.690302
6952,,"Valencia, Fernando, Drive Broomfield, CO 80020",Fatality,1023267,Worker killed in fall from roof. ,,,,2015-01-29 00:00:00,"Valencia, Fernando, Drive Broomfield, CO 80020",39.93891989999999,-105.0674317
6953,,"Allied Barton Security Services, LLC, Portsmouth, VA 23702",Fatality,935468,Worker killed in vehicle collison.,,,,2015-01-28 00:00:00,"Allied Barton Security Services, LLC, Portsmouth, VA 23702",36.7989849,-76.3247198
6954,,"Madry Construction dba R M Construction, Midland, TX 79701",Fatality,1022109,Worker killed in fall from scissor lift knocked over by collapsing wall.,,,,2015-01-28 00:00:00,"Madry Construction dba R M Construction, Midland, TX 79701",31.958213,-102.061527
6955,,"Northeastern Supply, Inc., Aberdeen, MD 21001",Fatality,935441,Warehouse worker on order picker killed in fall.,,,,2015-01-28 00:00:00,"Northeastern Supply, Inc., Aberdeen, MD 21001",39.4774848,-76.19131809999999
6956,,"City of Montery Park, Monterey Park, CA 91754",Fatality,935070,Worker performing crossing guard duties fatally struck by car.,,,,2015-01-27 00:00:00,"City of Montery Park, Monterey Park, CA 91754",34.0472318,-118.1415261
6957,,"JWT Well Services, Nora, VA 24272",Fatality,,Worker killed when vehicle ran down embankment.,,,,2015-01-27 00:00:00,"JWT Well Services, Nora, VA 24272",37.0361397,-82.31179589999999
6958,,"Mass Resources Inc., Jonesville, LA 71343",Fatality,,Worker struck and killed by wrench.,,,,2015-01-27 00:00:00,"Mass Resources Inc., Jonesville, LA 71343",31.6265595,-91.8181828
6959,,"Cross's Crashes Inc., Idaho Falls, ID 83401",Fatality,1020689,Worker fatally crushed by van that slipped off jack. ,,,,2015-01-26 00:00:00,"Cross's Crashes Inc., Idaho Falls, ID 83401",43.5257391,-112.0094476
6960,,"Matrix Service Company, Westlake, LA 70669",Fatality,1021097,Worker killed by fuel tank that fell from forklift.,,,,2015-01-26 00:00:00,"Matrix Service Company, Westlake, LA 70669",30.2421496,-93.25070989999999
6961,,"Zeco Equipment LLC, Stanley, ND 58784",Fatality,1021782,Worker struck and killed by hopper that fell from forklift.,,,,2015-01-26 00:00:00,"Zeco Equipment LLC, Stanley, ND 58784",48.3172413,-102.3904515
6962,,"128 Highland St. Berlin, MA 01503",Fatality,1020397,Employee fatally crushed by skid steer bucket.,,,,2015-01-23 00:00:00,"128 Highland St. Berlin, MA 01503",42.397209,-71.631289
6963,,"Gilman Building Products Co., Dudley, GA 31022",Fatality,1020611,Worker fatally cruashed inside banding machine.,,,,2015-01-23 00:00:00,"Gilman Building Products Co., Dudley, GA 31022",32.54194,-83.1037364
6964,,"Great Dane Ltd. Partnership, Kewanee, IL 61443",Fatality,1020561,Employee killed when an elevated trailer fell on him.,,,,2015-01-23 00:00:00,"Great Dane Ltd. Partnership, Kewanee, IL 61443",41.25770989999999,-89.8886587
6965,,"Guillermo Martinez, Bakersfield, CA 93309",Fatality,935053,Worker performing landscaping activities died from exposure to weed killer.,,,,2015-01-23 00:00:00,"Guillermo Martinez, Bakersfield, CA 93309",35.3515611,-119.0576298
6966,,"International Paper, Ticonderoga, NY 12883",Fatality,1020528,Worker killed in fly ash fire.,,,,2015-01-23 00:00:00,"International Paper, Ticonderoga, NY 12883",43.8934365,-73.4081618
6967,,"Kloeckner Metals Corporation, Middletown, CT 06457",Fatality,1021330,Worker fatally crushed by steel plates being unloadded from  flat bed trailer. ,,,,2015-01-23 00:00:00,"Kloeckner Metals Corporation, Middletown, CT 06457",41.5801077,-72.67248049999999
6968,,"Hilmar School District, Hilmar, CA 95324",Fatality,965155,Bus driver killed in vehicle collision.,,,,2015-01-22 00:00:00,"Hilmar School District, Hilmar, CA 95324",37.401355,-120.8522962
6969,,"Anchor Sales and Service Company Inc., Independence, MO 64055",Fatality,,Worker killed in fall from scissor lift.  ,,,,2015-01-21 00:00:00,"Anchor Sales and Service Company Inc., Independence, MO 64055",39.064922,-94.416736
6970,,"D.O. Productions LLC, Lodi, NJ 07644",Fatality,1019601,Worker fatally crushed when electrical cabinet fell over.,,,,2015-01-21 00:00:00,"D.O. Productions LLC, Lodi, NJ 07644",40.883508,-74.06965
6971,,"Deca Construction, Philadelphia, PA 19146",Fatality,1020151,Worker performing framing operations killed in fall.,,,,2015-01-21 00:00:00,"Deca Construction, Philadelphia, PA 19146",39.9396284,-75.18663959999999
6972,,"ETC Logistics, Chicago, IL 60617",Fatality,,Worker struck and killed by flat bed trailer.,,,,2015-01-21 00:00:00,"ETC Logistics, Chicago, IL 60617",41.7246539,-87.5494745
6973,,"Ocean County Prosecutors Office, Toms River, NJ 09753",Fatality,946669,Worker killed in motor vehicle collision.,,,,2015-01-21 00:00:00,"Ocean County Prosecutors Office, Toms River, NJ 09753",39.95346050000001,-74.19297569999999
6974,,"RP Remodeling LLC, Newington, CT 06111",Fatality,1019938,Worker killed in fall from ladder after receiving electric shock.,,,,2015-01-21 00:00:00,"RP Remodeling LLC, Newington, CT 06111",41.6972996,-72.7228293
6975,,"Sawnee Electric Membership Foundation Inc., Dahlonega, GA 30533",Fatality,1020393,Worker killed in fall from tree.,,,,2015-01-21 00:00:00,"Sawnee Electric Membership Foundation Inc., Dahlonega, GA 30533",34.5261465,-83.9843953
6976,,"The Dragotta Group LLC, New York, NY 10023",Fatality,1019805,Worker killed in fall down unguarded elevator shaft.,,,,2015-01-21 00:00:00,"The Dragotta Group LLC, New York, NY 10023",40.7769059,-73.9800645
6977,,"13838 Hays Rd American Mulch & Ground Cover, Spring Hill, FL 34610",Fatality,1019300,Worker killed after being pulled into mulching machine.,,,,2015-01-20 00:00:00,"13838 Hays Rd American Mulch & Ground Cover, Spring Hill, FL 34610",28.358096,-82.562041
6978,,"Patti Marine Enterprises Inc., Pensacola, FL 32507",Fatality,1019297,Worker struck and killed by rim of crane tire.,,,,2015-01-20 00:00:00,"Patti Marine Enterprises Inc., Pensacola, FL 32507",30.4076385,-87.26029109999999
6979,,"Plus Quality Movers, Dallas, TX 75238",Fatality,1020280,Worker struck and killed by truck backing up.,,,,2015-01-20 00:00:00,"Plus Quality Movers, Dallas, TX 75238",32.890255,-96.694327
6980,,"TE Stevens Company Inc., Birmingham, AL 35233",Fatality,1019646,Worker struck and killed by car in highway construction zone.,,,,2015-01-20 00:00:00,"TE Stevens Company Inc., Birmingham, AL 35233",33.514969,-86.798174
6981,,"Kokosing Construction Company Inc., Cincinnati, OH 45204",Fatality,1020076,Worker performing bridge demolition fatally crushed by falling ramp.,,,,2015-01-19 00:00:00,"Kokosing Construction Company Inc., Cincinnati, OH 45204",39.443396,-84.4136149
6982,,"Publix Super Markets Inc., Hialeah, FL 33015",Fatality,1019294,Worker killed in fall from scissor lift platform.,,,,2015-01-19 00:00:00,"Publix Super Markets Inc., Hialeah, FL 33015",25.9438778,-80.34118010000002
6983,,"Ridewell Corporation, Springfield, MO 65803",Fatality,1019255,Worker struck and killed by bushing ejected from hydraulic press.,,,,2015-01-19 00:00:00,"Ridewell Corporation, Springfield, MO 65803",37.27420499999999,-93.218361
6984,,"Shumann Farm and Ranch, Midland, TX 79701",Fatality,1019334,Worker fatally engulfed by cotton seeds in back of truck.,,,,2015-01-19 00:00:00,"Shumann Farm and Ranch, Midland, TX 79701",31.9972322,-102.0831499
6985,,"Texas Sterling Construction Company, San Marcos, TX 78666",Fatality,,Worker struck and killed by vehicle.,,,,2015-01-19 00:00:00,"Texas Sterling Construction Company, San Marcos, TX 78666",29.8786215,-97.9288735
6986,,"General Electric Company, Cincinnati, OH 45215",Fatality,1019119,Worker killed in fall in parking lot.,,,,2015-01-17 00:00:00,"General Electric Company, Cincinnati, OH 45215",39.2451592,-84.4428482
6987,,"Sky Towing, San Marcos, CA 92078",Fatality,933088,Two workers struck and killed by motor vehicle.,,,,2015-01-17 00:00:00,"Sky Towing, San Marcos, CA 92078",33.1241288,-117.1124193
6988,,"Corman Construction, Inc., Jarrettsville, MD 21084              ",Fatality,933343,Worker struck and killed by jersey barrier.,,,,2015-01-16 00:00:00,"Corman Construction, Inc., Jarrettsville, MD 21084              ",39.125646,-76.786918
6989,,"Scholastic Book Fairs, Baton Rouge, LA 70809",Fatality,1019309,Worker killed in fall.,,,,2015-01-16 00:00:00,"Scholastic Book Fairs, Baton Rouge, LA 70809",30.3481682,-91.0195974
6990,,"Armor Fire Protection, Owensboro, KY 42301",Fatality,102502861,Worker killed in motor vehicle collision.,,,,2015-01-15 00:00:00,"Armor Fire Protection, Owensboro, KY 42301",37.7719074,-87.1111676
6991,,"C & D Oilfield Services Inc., Dickinson, ND 58601",Fatality,,Worker died from atmospheric exposure to tank battery. ,,,,2015-01-15 00:00:00,"C & D Oilfield Services Inc., Dickinson, ND 58601",46.9264574,-102.7840766
6992,,"Macuch Steel Products Inc., Augusta, GA 30914",Fatality,1018890,Worker killed in fall from scissor lift that was struck by crane.,,,,2015-01-15 00:00:00,"Macuch Steel Products Inc., Augusta, GA 30914",33.46065420000001,-81.98948209999999
6993,,"Aztec Concrete and Pumping Inc., Naples, FL 34120",Fatality,1018414,Worker killed in fall through second floor opening. ,,,,2015-01-14 00:00:00,"Aztec Concrete and Pumping Inc., Naples, FL 34120",26.233081,-81.660172
6994,,"Drury Hotel Company, St. Louis, MO 63139",Fatality,1018885,Worker fatally shot during attempted robbery. ,,,,2015-01-14 00:00:00,"Drury Hotel Company, St. Louis, MO 63139",38.6174751,-90.28878689999999
6995,,"Florence Fence Inc., Reno, NV  89521",Fatality,,Worker struck and killed by dump truck backing up.,,,,2015-01-14 00:00:00,"Florence Fence Inc., Reno, NV  89521",39.0263338,-119.7541708
6996,,"James Thoms Production, Inc., Glendale, AZ 85305",Fatality,,Worker killed in fall from canopy truss.,,,,2015-01-14 00:00:00,"James Thoms Production, Inc., Glendale, AZ 85305",33.516366,-112.258319
6997,,"NC Department of Administration, Raleigh, NC 27601",Fatality,100367796,Worker fatally crushed by personal man lift that fell over while being erected.,,,Robert Hal Rue,2015-01-13 00:00:00,"NC Department of Administration, Raleigh, NC 27601",35.7830304,-78.6408608
6998,,"White Rock 2 LLC, Waukesha, WI 53188",Fatality,1018676,Worker fatally shot during robbery. ,,,,2015-01-13 00:00:00,"White Rock 2 LLC, Waukesha, WI 53188",43.0165459,-88.29476749999999
6999,,"Citgo Refining and Chemicals Company LP, Corpus Christi, TX 78407",Fatality,,Worker killed in fall from height.,,,,2015-01-12 00:00:00,"Citgo Refining and Chemicals Company LP, Corpus Christi, TX 78407",27.8147363,-97.4215785
7000,,"Georgia Architectural Stone Inc., Tate, GA 30177",Fatality,1018907,Worker fatally crushed by marble slab that fell during loading.,,,,2015-01-12 00:00:00,"Georgia Architectural Stone Inc., Tate, GA 30177",34.4111661,-84.3689714
7001,,"Hermanson Company, LLP, Redmond, WA 98052",Fatality,962268,Worker died after falling from ladder onto electrical junction box.,,,,2015-01-12 00:00:00,"Hermanson Company, LLP, Redmond, WA 98052",47.3971307,-122.2362482
7002,,"Southwest Fabrication, LLC, Phoenix, AZ 85027                  ",Fatality,,Worker caught and killed by spinning steel rebar.,,,,2015-01-12 00:00:00,"Southwest Fabrication, LLC, Phoenix, AZ 85027                  ",33.6885894,-112.1086697
7003,,"Taylor Excavating Co. Inc., Edwardsville, IL 62025",Fatality,1017438,Worker struck and killed by falling crane boom.,,,,2015-01-12 00:00:00,"Taylor Excavating Co. Inc., Edwardsville, IL 62025",38.83403029999999,-89.9662122
7004,,"V.H. Trucking & Construction LLC, Idaho Falls, ID 83406",Fatality,1018312,Worker fatally crushed when truck fell off of jack stand.,,,,2015-01-12 00:00:00,"V.H. Trucking & Construction LLC, Idaho Falls, ID 83406",43.71858599999999,-111.985424
7005,,"ASAP Environmental Inc., Crystal Lake, IL 60012",Fatality,1017642,Workker killed in fall from scaffold.,,,,2015-01-11 00:00:00,"ASAP Environmental Inc., Crystal Lake, IL 60012",42.280325,-88.335342
7006,,"A.L. Baucom Co. Inc., Monroe, NC 28110         ",Fatality,100367275,Worker fatally engulfed in grain storage bin.,,,,2015-01-10 00:00:00,"A.L. Baucom Co. Inc., Monroe, NC 28110         ",35.1474559,-80.4137806
7007,,"B&M Logging Inc., Oakville, WA 98568                         ",Fatality,102416015,Worker fatally crushed between logs.,,,,2015-01-10 00:00:00,"B&M Logging Inc., Oakville, WA 98568                         ",46.8403765,-123.2323686
7008,,"Bell Private Security, Los Angeles, CA 90023",Fatality,953054,Worker died after slipping and striking head.,,,,2015-01-10 00:00:00,"Bell Private Security, Los Angeles, CA 90023",33.715358,-117.9628136
